# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jan  9 12:28:47 EST 2017, 9767, 0.190, 5, 0.660, 546, 13, 18, 33, 86, 52.187, 56.217
Mon Jan  9 12:29:11 EST 2017, 4817, 0.690, 9, 0.160, 396, 58, 9, 8, 41, 20.767, 21.550
Mon Jan  9 12:29:29 EST 2017, 3580, 0.070, 2, 0.780, 583, 69, 2, 15, 75, 13.720, 17.423
Mon Jan  9 12:29:51 EST 2017, 8530, 0.570, 6, 0.280, 433, 24, 11, 40, 30, 19.820, 19.130
Mon Jan  9 12:32:00 EST 2017, 6055, 0.320, 8, 0.530, 358, 92, 16, 2, 97, 110.203, 116.837
Mon Jan  9 12:32:43 EST 2017, 1105, 0.820, 4, 0.030, 508, 47, 7, 27, 52, 39.983, 36.353
Mon Jan  9 12:33:13 EST 2017, 796, 0.350, 2, 0.190, 536, 21, 13, 38, 44, 24.717, 28.023
Mon Jan  9 12:33:47 EST 2017, 5746, 0.850, 7, 0.690, 386, 66, 4, 13, 89, 30.077, 28.410
Mon Jan  9 12:33:58 EST 2017, 8221, 0.100, 9, 0.440, 311, 44, 8, 26, 21, 10.297, 10.287
Mon Jan  9 12:35:43 EST 2017, 3271, 0.600, 5, 0.940, 461, 89, 18, 1, 66, 93.330, 94.370
Mon Jan  9 12:36:27 EST 2017, 4508, 0.220, 6, 0.070, 349, 78, 11, 19, 33, 37.910, 38.520
Mon Jan  9 12:36:31 EST 2017, 9458, 0.720, 1, 0.570, 499, 33, 1, 44, 78, 3.483, 4.297
Mon Jan  9 12:36:36 EST 2017, 6983, 0.470, 4, 0.320, 574, 55, 6, 7, 10, 3.557, 3.537
Mon Jan  9 12:36:55 EST 2017, 2033, 0.970, 8, 0.820, 424, 10, 15, 32, 55, 16.377, 17.567
Mon Jan  9 12:37:04 EST 2017, 1414, 0.030, 4, 0.500, 405, 16, 14, 10, 38, 6.613, 7.673
Mon Jan  9 12:38:27 EST 2017, 6364, 0.530, 9, 0.000, 555, 61, 5, 35, 83, 79.767, 73.490
Mon Jan  9 12:38:40 EST 2017, 8839, 0.280, 6, 0.750, 480, 38, 10, 23, 16, 10.520, 11.120
Mon Jan  9 12:41:31 EST 2017, 3889, 0.780, 2, 0.250, 330, 83, 19, 48, 61, 143.620, 158.897
Mon Jan  9 12:44:24 EST 2017, 2652, 0.410, 7, 0.630, 517, 95, 12, 29, 50, 158.767, 145.493
Mon Jan  9 12:44:33 EST 2017, 7602, 0.910, 3, 0.130, 367, 50, 2, 4, 95, 7.507, 8.400
Mon Jan  9 12:44:51 EST 2017, 5127, 0.160, 1, 0.880, 442, 72, 7, 41, 27, 14.950, 17.483
Mon Jan  9 12:45:58 EST 2017, 177, 0.660, 5, 0.380, 592, 27, 17, 16, 72, 57.807, 60.487
Mon Jan  9 12:47:02 EST 2017, 216, 0.330, 8, 0.940, 439, 47, 9, 24, 75, 61.120, 55.267
Mon Jan  9 12:50:15 EST 2017, 5166, 0.830, 3, 0.440, 589, 92, 19, 49, 30, 173.593, 187.420
Mon Jan  9 12:50:48 EST 2017, 7641, 0.080, 1, 0.690, 514, 25, 14, 11, 98, 21.850, 24.990
Mon Jan  9 12:51:29 EST 2017, 2691, 0.580, 5, 0.190, 364, 70, 5, 36, 53, 35.297, 37.670
Mon Jan  9 12:52:50 EST 2017, 3928, 0.200, 4, 0.810, 476, 58, 7, 43, 64, 70.153, 73.943
Mon Jan  9 12:52:55 EST 2017, 8878, 0.700, 9, 0.310, 326, 13, 16, 18, 19, 4.197, 3.977
Mon Jan  9 12:56:10 EST 2017, 6403, 0.450, 6, 0.560, 401, 81, 12, 30, 86, 175.753, 169.843
Mon Jan  9 12:56:13 EST 2017, 1453, 0.950, 2, 0.060, 551, 36, 2, 5, 41, 2.717, 2.503
Mon Jan  9 12:57:07 EST 2017, 2072, 0.010, 6, 0.250, 570, 41, 8, 27, 58, 47.987, 48.837
Mon Jan  9 12:57:14 EST 2017, 7022, 0.510, 1, 0.750, 420, 86, 18, 2, 13, 4.993, 6.597
Mon Jan  9 12:57:56 EST 2017, 9497, 0.260, 4, 0.000, 345, 19, 13, 40, 81, 36.490, 37.217
Mon Jan  9 12:58:09 EST 2017, 4547, 0.760, 8, 0.500, 495, 64, 3, 15, 36, 12.437, 10.587
Mon Jan  9 12:58:33 EST 2017, 3309, 0.390, 3, 0.370, 308, 75, 6, 8, 70, 21.027, 21.510
Mon Jan  9 12:59:09 EST 2017, 8259, 0.890, 7, 0.870, 458, 30, 15, 33, 25, 24.560, 29.910
Mon Jan  9 13:03:36 EST 2017, 5784, 0.140, 9, 0.120, 533, 98, 11, 21, 92, 227.593, 257.777
Mon Jan  9 13:03:46 EST 2017, 834, 0.640, 5, 0.620, 383, 53, 1, 46, 47, 9.583, 7.297
Mon Jan  9 13:04:12 EST 2017, 1144, 0.170, 1, 0.590, 373, 27, 19, 32, 50, 20.693, 24.680
Mon Jan  9 13:05:58 EST 2017, 6094, 0.670, 6, 0.090, 523, 72, 10, 7, 95, 89.367, 97.927
Mon Jan  9 13:06:27 EST 2017, 8569, 0.420, 8, 0.840, 598, 50, 5, 44, 27, 25.330, 25.990
Mon Jan  9 13:09:26 EST 2017, 3619, 0.920, 3, 0.340, 448, 95, 15, 19, 72, 143.773, 159.900
Mon Jan  9 13:10:31 EST 2017, 4856, 0.300, 7, 0.720, 561, 84, 17, 0, 39, 52.927, 54.760
Mon Jan  9 13:11:06 EST 2017, 9806, 0.800, 2, 0.220, 411, 39, 8, 25, 84, 28.723, 32.983
Mon Jan  9 13:11:09 EST 2017, 7331, 0.050, 4, 0.970, 336, 61, 3, 13, 16, 2.613, 2.520
Mon Jan  9 13:11:55 EST 2017, 2381, 0.550, 9, 0.470, 486, 16, 12, 38, 61, 38.580, 35.800
Mon Jan  9 13:12:06 EST 2017, 1762, 0.480, 3, 0.160, 505, 11, 18, 16, 33, 8.530, 9.933
Mon Jan  9 13:14:04 EST 2017, 6712, 0.980, 7, 0.660, 355, 56, 9, 41, 78, 90.800, 101.577
Mon Jan  9 13:14:05 EST 2017, 9187, 0.230, 5, 0.410, 430, 33, 4, 4, 11, 1.200, 0.967
Mon Jan  9 13:15:35 EST 2017, 4237, 0.730, 1, 0.910, 580, 78, 13, 29, 56, 76.147, 79.217
Mon Jan  9 13:18:39 EST 2017, 3000, 0.110, 8, 0.030, 392, 89, 16, 47, 44, 167.050, 169.357
Mon Jan  9 13:19:47 EST 2017, 7950, 0.610, 4, 0.530, 542, 44, 6, 22, 89, 49.107, 63.483
Mon Jan  9 13:19:55 EST 2017, 5475, 0.360, 2, 0.280, 467, 67, 2, 35, 22, 5.973, 5.960
Mon Jan  9 13:20:09 EST 2017, 525, 0.860, 6, 0.780, 317, 22, 11, 10, 67, 11.240, 13.690
Mon Jan  9 13:20:39 EST 2017, 680, 0.060, 3, 0.390, 528, 82, 4, 40, 26, 25.797, 21.480
Mon Jan  9 13:21:32 EST 2017, 5630, 0.560, 8, 0.890, 378, 37, 14, 15, 71, 39.580, 50.103
Mon Jan  9 13:23:06 EST 2017, 8105, 0.310, 6, 0.140, 303, 60, 19, 28, 49, 78.667, 85.523
Mon Jan  9 13:23:12 EST 2017, 3155, 0.810, 1, 0.640, 453, 15, 9, 3, 94, 4.123, 5.107
Mon Jan  9 13:23:15 EST 2017, 4392, 0.440, 9, 0.260, 341, 26, 2, 22, 15, 1.437, 1.787
Mon Jan  9 13:26:22 EST 2017, 9342, 0.940, 5, 0.760, 491, 71, 11, 47, 60, 154.870, 163.923
Mon Jan  9 13:26:53 EST 2017, 6867, 0.190, 2, 0.010, 566, 49, 16, 9, 37, 27.257, 29.307
Mon Jan  9 13:29:14 EST 2017, 1917, 0.690, 7, 0.510, 416, 94, 7, 34, 82, 138.070, 116.643
Mon Jan  9 13:29:17 EST 2017, 2536, 0.250, 1, 0.830, 397, 99, 3, 6, 20, 2.710, 2.590
Mon Jan  9 13:31:18 EST 2017, 7486, 0.750, 5, 0.330, 547, 54, 13, 31, 65, 117.663, 116.860
Mon Jan  9 13:33:08 EST 2017, 9961, 0.000, 7, 0.580, 472, 77, 17, 18, 43, 86.630, 102.610
Mon Jan  9 13:33:59 EST 2017, 5011, 0.500, 3, 0.080, 322, 32, 8, 43, 88, 40.330, 44.627
Mon Jan  9 13:34:02 EST 2017, 3773, 0.120, 6, 0.950, 509, 20, 1, 25, 32, 2.670, 1.657
Mon Jan  9 13:34:33 EST 2017, 8723, 0.620, 2, 0.450, 359, 65, 10, 0, 77, 28.310, 23.803
Mon Jan  9 13:35:57 EST 2017, 6248, 0.370, 4, 0.700, 434, 43, 15, 37, 54, 76.420, 76.700
Mon Jan  9 13:37:33 EST 2017, 1298, 0.870, 9, 0.200, 584, 88, 5, 12, 99, 80.843, 88.777
Mon Jan  9 13:38:50 EST 2017, 989, 0.410, 5, 0.050, 462, 63, 14, 1, 91, 66.370, 71.597
Mon Jan  9 13:38:53 EST 2017, 5939, 0.910, 1, 0.550, 312, 18, 5, 26, 46, 2.830, 2.290
Mon Jan  9 13:39:59 EST 2017, 8414, 0.160, 3, 0.300, 387, 85, 10, 14, 68, 54.347, 64.700
Mon Jan  9 13:41:07 EST 2017, 3464, 0.660, 8, 0.800, 537, 40, 19, 39, 23, 56.703, 62.337
Mon Jan  9 13:42:36 EST 2017, 4701, 0.030, 2, 0.170, 425, 51, 12, 33, 79, 74.830, 78.503
Mon Jan  9 13:42:52 EST 2017, 9651, 0.530, 7, 0.670, 575, 96, 3, 8, 34, 14.987, 14.480
Mon Jan  9 13:43:36 EST 2017, 7176, 0.280, 9, 0.420, 500, 29, 7, 45, 57, 40.327, 36.647
Mon Jan  9 13:43:54 EST 2017, 2226, 0.780, 4, 0.920, 350, 74, 17, 20, 12, 16.850, 15.643
Mon Jan  9 13:47:07 EST 2017, 1608, 0.220, 8, 0.730, 331, 68, 13, 48, 85, 170.700, 182.190
Mon Jan  9 13:47:15 EST 2017, 6558, 0.720, 4, 0.230, 481, 23, 4, 23, 40, 6.800, 6.443
Mon Jan  9 13:49:01 EST 2017, 9033, 0.470, 2, 0.980, 556, 91, 8, 36, 63, 92.627, 99.313
Mon Jan  9 13:49:20 EST 2017, 4083, 0.970, 6, 0.480, 406, 46, 18, 11, 18, 18.137, 15.770
Mon Jan  9 13:50:47 EST 2017, 2845, 0.340, 5, 0.610, 594, 34, 11, 17, 96, 69.773, 77.133
Mon Jan  9 13:51:03 EST 2017, 7795, 0.840, 9, 0.110, 444, 79, 1, 42, 51, 13.507, 14.043
Mon Jan  9 13:51:08 EST 2017, 5320, 0.090, 7, 0.860, 369, 12, 6, 4, 74, 3.393, 3.753
Mon Jan  9 13:52:16 EST 2017, 370, 0.590, 3, 0.360, 519, 57, 16, 29, 29, 63.297, 55.457
Mon Jan  9 13:52:40 EST 2017, 293, 0.190, 7, 0.240, 376, 73, 2, 40, 56, 19.317, 21.437
Mon Jan  9 13:52:45 EST 2017, 5243, 0.690, 3, 0.740, 526, 28, 11, 15, 11, 4.023, 4.123
Mon Jan  9 13:57:49 EST 2017, 7718, 0.440, 5, 0.490, 451, 96, 16, 27, 79, 291.087, 274.570
Mon Jan  9 13:57:56 EST 2017, 2768, 0.940, 9, 0.990, 301, 51, 7, 2, 34, 5.967, 7.013
Mon Jan  9 13:58:05 EST 2017, 4005, 0.320, 1, 0.120, 488, 39, 4, 21, 68, 7.453, 7.970
Mon Jan  9 13:59:12 EST 2017, 8955, 0.820, 6, 0.620, 338, 84, 14, 46, 23, 56.143, 58.193
Mon Jan  9 13:59:57 EST 2017, 6480, 0.070, 8, 0.370, 413, 17, 18, 9, 90, 43.303, 41.623
Mon Jan  9 14:01:11 EST 2017, 1530, 0.570, 4, 0.870, 563, 62, 9, 34, 45, 65.773, 65.913
Mon Jan  9 14:01:22 EST 2017, 2149, 0.380, 9, 0.550, 544, 56, 1, 12, 73, 10.297, 9.257
Mon Jan  9 14:01:30 EST 2017, 7099, 0.880, 4, 0.050, 394, 11, 10, 37, 28, 7.187, 6.513
Mon Jan  9 14:03:53 EST 2017, 9574, 0.130, 2, 0.800, 319, 79, 15, 24, 96, 125.760, 116.263
Mon Jan  9 14:04:23 EST 2017, 4624, 0.630, 7, 0.300, 469, 34, 5, 49, 51, 27.010, 28.797
Mon Jan  9 14:04:38 EST 2017, 3387, 0.010, 3, 0.680, 357, 45, 3, 31, 62, 12.793, 13.153
Mon Jan  9 14:05:01 EST 2017, 8337, 0.510, 8, 0.180, 507, 90, 12, 6, 17, 20.123, 20.403
Mon Jan  9 14:07:05 EST 2017, 5862, 0.260, 5, 0.930, 582, 23, 17, 43, 84, 107.193, 117.647
Mon Jan  9 14:07:22 EST 2017, 912, 0.760, 1, 0.430, 432, 68, 8, 18, 39, 14.117, 14.640
Mon Jan  9 14:08:06 EST 2017, 1221, 0.290, 4, 0.330, 310, 93, 12, 4, 37, 28.590, 39.127
Mon Jan  9 14:08:41 EST 2017, 6171, 0.790, 8, 0.830, 460, 48, 2, 29, 82, 26.103, 26.557
Mon Jan  9 14:08:59 EST 2017, 8646, 0.040, 6, 0.080, 535, 70, 7, 16, 14, 13.980, 13.317
Mon Jan  9 14:09:40 EST 2017, 3696, 0.540, 2, 0.580, 385, 25, 17, 41, 59, 36.067, 38.033
Mon Jan  9 14:10:16 EST 2017, 4933, 0.160, 7, 0.460, 573, 14, 14, 35, 48, 32.517, 30.337
Mon Jan  9 14:10:51 EST 2017, 9883, 0.660, 3, 0.960, 423, 59, 5, 10, 93, 29.413, 25.167
Mon Jan  9 14:11:02 EST 2017, 7408, 0.410, 1, 0.210, 348, 37, 9, 48, 25, 8.723, 8.787
Mon Jan  9 14:15:19 EST 2017, 2458, 0.910, 5, 0.710, 498, 82, 19, 23, 70, 228.887, 247.530
Mon Jan  9 14:17:27 EST 2017, 1840, 0.100, 2, 0.900, 479, 87, 11, 45, 53, 120.850, 125.147
Mon Jan  9 14:17:34 EST 2017, 6790, 0.600, 7, 0.400, 329, 42, 1, 20, 98, 6.027, 6.360
