# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, ladderQ_timing_secs
Thu Jun 22 18:58:00 EDT 2017, 0.000, 1, 1, 0.000, 1, 1, 10, 300, 10, 1, 0, 10, 1.230, 1.240
Thu Jun 22 19:01:37 EDT 2017, 0.500, 5, 5, 0.500, 5, 5, 55, 450, 55, 10, 25, 55, 3.403, 3.523
Thu Jun 22 19:06:43 EDT 2017, 0.750, 3, 7, 0.250, 7, 3, 77, 375, 32, 15, 12, 77, 3.427, 4.343
Thu Jun 22 19:11:45 EDT 2017, 0.250, 7, 3, 0.750, 3, 7, 32, 525, 77, 5, 37, 32, 2.450, 2.640
Thu Jun 22 19:16:52 EDT 2017, 0.370, 4, 6, 0.120, 8, 8, 21, 487, 21, 17, 18, 66, 2.627, 2.743
Thu Jun 22 19:22:04 EDT 2017, 0.870, 8, 2, 0.620, 4, 4, 66, 337, 66, 8, 43, 21, 3.030, 2.950
Thu Jun 22 19:27:06 EDT 2017, 0.620, 2, 4, 0.370, 2, 6, 88, 562, 43, 3, 6, 43, 1.943, 2.050
Thu Jun 22 19:31:37 EDT 2017, 0.120, 6, 8, 0.870, 6, 2, 43, 412, 88, 12, 31, 88, 4.707, 5.020
Thu Jun 22 19:36:39 EDT 2017, 0.180, 3, 3, 0.680, 6, 2, 15, 581, 26, 2, 34, 83, 1.850, 1.930
Thu Jun 22 19:41:45 EDT 2017, 0.680, 8, 8, 0.180, 1, 7, 60, 431, 71, 11, 9, 38, 2.737, 2.740
Thu Jun 22 19:46:52 EDT 2017, 0.930, 1, 6, 0.930, 3, 4, 83, 506, 49, 16, 46, 15, 2.613, 2.920
Thu Jun 22 19:51:59 EDT 2017, 0.430, 6, 1, 0.430, 8, 9, 38, 356, 94, 6, 21, 60, 6.317, 6.630
Thu Jun 22 19:57:01 EDT 2017, 0.310, 2, 9, 0.560, 4, 8, 26, 393, 15, 18, 40, 49, 1.843, 1.843
Thu Jun 22 20:01:42 EDT 2017, 0.810, 7, 4, 0.060, 9, 3, 71, 543, 60, 9, 15, 94, 8.403, 10.027
Thu Jun 22 20:06:39 EDT 2017, 0.560, 4, 2, 0.810, 7, 6, 94, 318, 38, 4, 28, 71, 2.150, 2.247
Thu Jun 22 20:11:46 EDT 2017, 0.060, 9, 7, 0.310, 2, 1, 49, 468, 83, 14, 3, 26, 2.463, 2.523
Thu Jun 22 20:16:53 EDT 2017, 0.090, 5, 8, 0.400, 3, 4, 57, 553, 80, 8, 20, 85, 4.053, 4.323
Thu Jun 22 20:21:54 EDT 2017, 0.590, 9, 4, 0.900, 8, 8, 12, 403, 35, 18, 45, 40, 3.550, 3.527
Thu Jun 22 20:27:01 EDT 2017, 0.840, 2, 1, 0.150, 5, 1, 35, 478, 57, 13, 7, 18, 4.220, 4.933
Thu Jun 22 20:31:33 EDT 2017, 0.340, 7, 6, 0.650, 1, 6, 80, 328, 12, 3, 32, 63, 1.173, 1.230
Thu Jun 22 20:36:45 EDT 2017, 0.460, 1, 5, 0.280, 6, 7, 69, 440, 91, 11, 1, 52, 4.847, 5.357
Thu Jun 22 20:41:56 EDT 2017, 0.960, 6, 9, 0.780, 2, 2, 24, 590, 46, 1, 26, 97, 1.730, 1.850
Thu Jun 22 20:46:53 EDT 2017, 0.710, 4, 7, 0.030, 4, 9, 46, 365, 69, 6, 14, 74, 3.120, 3.370
Thu Jun 22 20:51:55 EDT 2017, 0.210, 8, 2, 0.530, 9, 5, 91, 515, 24, 15, 39, 29, 2.563, 3.047
Thu Jun 22 20:57:01 EDT 2017, 0.150, 2, 5, 0.840, 8, 4, 63, 346, 97, 9, 42, 12, 1.713, 1.867
Thu Jun 22 21:01:53 EDT 2017, 0.650, 6, 1, 0.340, 4, 9, 18, 496, 52, 19, 17, 57, 13.230, 18.440
Thu Jun 22 21:06:55 EDT 2017, 0.900, 4, 3, 0.590, 1, 2, 40, 421, 74, 14, 29, 80, 11.773, 13.977
Thu Jun 22 21:11:46 EDT 2017, 0.400, 9, 8, 0.090, 6, 6, 85, 571, 29, 5, 4, 35, 1.550, 1.557
Thu Jun 22 21:17:08 EDT 2017, 0.280, 3, 2, 0.960, 2, 5, 74, 459, 85, 12, 35, 69, 9.143, 9.540
Thu Jun 22 21:22:19 EDT 2017, 0.780, 8, 6, 0.460, 7, 1, 29, 309, 40, 2, 10, 24, 1.217, 1.253
Thu Jun 22 21:28:27 EDT 2017, 0.530, 1, 9, 0.710, 9, 8, 52, 534, 63, 7, 48, 46, 2.443, 2.617
Thu Jun 22 21:33:08 EDT 2017, 0.030, 5, 4, 0.210, 5, 3, 97, 384, 18, 17, 23, 91, 2.827, 2.870
Thu Jun 22 21:38:15 EDT 2017, 0.040, 3, 6, 0.570, 7, 6, 33, 501, 62, 1, 10, 22, 1.220, 1.260
Thu Jun 22 21:43:19 EDT 2017, 0.540, 7, 1, 0.070, 2, 2, 78, 351, 17, 11, 35, 67, 3.130, 3.523
Thu Jun 22 21:51:11 EDT 2017, 0.790, 1, 4, 0.820, 5, 9, 56, 576, 84, 16, 22, 90, 42.890, 151.190
Thu Jun 22 21:55:33 EDT 2017, 0.290, 5, 8, 0.320, 9, 4, 11, 426, 39, 6, 47, 45, 1.840, 1.827
Thu Jun 22 22:00:10 EDT 2017, 0.420, 2, 3, 0.700, 3, 3, 45, 314, 73, 18, 16, 56, 5.840, 6.403
Thu Jun 22 22:05:11 EDT 2017, 0.920, 6, 7, 0.200, 8, 7, 90, 464, 28, 9, 41, 11, 1.540, 1.547
Thu Jun 22 22:10:18 EDT 2017, 0.670, 4, 9, 0.950, 6, 1, 67, 389, 95, 4, 3, 33, 1.827, 1.947
Thu Jun 22 22:15:25 EDT 2017, 0.170, 9, 5, 0.450, 1, 5, 22, 539, 50, 13, 28, 78, 4.450, 4.740
Thu Jun 22 22:20:27 EDT 2017, 0.230, 1, 8, 0.140, 2, 6, 39, 407, 67, 3, 25, 95, 2.163, 2.243
Thu Jun 22 22:25:33 EDT 2017, 0.730, 6, 3, 0.640, 6, 1, 84, 557, 22, 12, 0, 50, 3.777, 3.947
Thu Jun 22 22:30:25 EDT 2017, 0.980, 3, 1, 0.390, 9, 8, 62, 332, 90, 17, 38, 28, 8.733, 17.500
Thu Jun 22 22:35:12 EDT 2017, 0.480, 8, 5, 0.890, 4, 3, 17, 482, 45, 7, 13, 73, 3.353, 3.453
Thu Jun 22 22:40:19 EDT 2017, 0.350, 5, 4, 0.010, 7, 5, 50, 595, 56, 19, 44, 39, 5.143, 5.767
Thu Jun 22 23:13:54 EDT 2017, 0.850, 9, 9, 0.510, 3, 9, 95, 445, 11, 10, 19, 84, 3.110, 2.300
Thu Jun 22 23:17:25 EDT 2017, 0.600, 2, 7, 0.260, 1, 2, 73, 520, 78, 5, 32, 62, 3.123, 3.337
Thu Jun 22 23:32:19 EDT 2017, 0.100, 7, 2, 0.760, 5, 7, 28, 370, 33, 14, 7, 17, 197.200, 2.157
Thu Jun 22 23:41:22 EDT 2017, 0.070, 3, 3, 0.980, 9, 9, 81, 435, 42, 8, 17, 98, 4.043, 4.307
Thu Jun 22 23:45:29 EDT 2017, 0.570, 7, 7, 0.480, 5, 5, 36, 585, 87, 17, 42, 53, 7.457, 8.360
Thu Jun 22 23:50:30 EDT 2017, 0.820, 5, 5, 0.730, 3, 7, 14, 360, 19, 13, 5, 31, 2.143, 2.223
Thu Jun 22 23:55:37 EDT 2017, 0.320, 9, 1, 0.230, 7, 3, 59, 510, 64, 3, 30, 76, 4.223, 4.630
Thu Jun 22 23:59:38 EDT 2017, 0.450, 4, 9, 0.850, 1, 1, 92, 548, 53, 10, 11, 42, 2.417, 2.633
Fri Jun 23 00:04:20 EDT 2017, 0.950, 8, 4, 0.350, 6, 6, 47, 398, 98, 1, 36, 87, 2.573, 2.623
Fri Jun 23 00:08:51 EDT 2017, 0.700, 1, 2, 0.600, 8, 4, 25, 473, 31, 6, 24, 64, 2.943, 3.120
Fri Jun 23 00:13:53 EDT 2017, 0.200, 6, 6, 0.100, 4, 8, 70, 323, 76, 15, 49, 19, 1.813, 1.933
Fri Jun 23 00:18:09 EDT 2017, 0.140, 4, 1, 0.290, 4, 8, 87, 454, 47, 9, 46, 25, 2.530, 2.830
Fri Jun 23 00:23:11 EDT 2017, 0.640, 9, 6, 0.790, 9, 3, 42, 304, 92, 19, 21, 70, 7.157, 8.353
Fri Jun 23 00:28:18 EDT 2017, 0.890, 2, 8, 0.040, 7, 5, 19, 529, 25, 14, 33, 92, 5.333, 8.930
Fri Jun 23 00:33:09 EDT 2017, 0.390, 7, 3, 0.540, 2, 1, 64, 379, 70, 4, 8, 47, 2.430, 2.483
Fri Jun 23 00:36:26 EDT 2017, 0.260, 1, 7, 0.420, 5, 2, 98, 342, 36, 11, 27, 59, 4.377, 2.240
Fri Jun 23 00:42:22 EDT 2017, 0.760, 5, 2, 0.920, 1, 7, 53, 492, 81, 2, 2, 14, 1.640, 1.850
Fri Jun 23 00:47:30 EDT 2017, 0.510, 3, 5, 0.170, 3, 4, 31, 417, 14, 7, 39, 36, 1.540, 1.563
Fri Jun 23 00:52:36 EDT 2017, 0.010, 8, 9, 0.670, 8, 9, 76, 567, 59, 16, 14, 81, 4.933, 5.023
Fri Jun 23 00:56:43 EDT 2017, 0.020, 4, 5, 0.800, 2, 8, 45, 508, 31, 7, 33, 61, 2.147, 2.323
Fri Jun 23 01:01:14 EDT 2017, 0.520, 9, 9, 0.300, 7, 4, 90, 358, 76, 17, 8, 16, 2.050, 2.160
Fri Jun 23 01:06:21 EDT 2017, 0.770, 2, 7, 0.550, 9, 6, 68, 583, 54, 12, 46, 38, 3.443, 4.150
Fri Jun 23 01:40:30 EDT 2017, 0.270, 6, 2, 0.050, 5, 2, 23, 433, 99, 3, 21, 83, 4.333, 603.247
